Field,Trt,Date,Mean,Temp (°C),Rainfall (mm),Soil Moisture (%)
F2,T1,2022-07-27,0.93,20.7,123.0,59.2
F2,T1,2022-07-28,0.8,29.5,89.1,22.4
F2,T1,2022-07-29,0.9,15.7,140.1,20.9
F2,T1,2022-07-30,0.93,18.2,102.9,43.9
F2,T1,2022-07-31,0.73,21.8,93.6,32.5
F2,T1,2022-08-01,0.72,22.2,113.2,29.5
F2,T1,2022-08-02,0.99,25.0,38.8,39.1
F2,T1,2022-08-03,0.93,15.4,135.9,41.9
F2,T1,2022-08-04,0.58,31.3,73.8,31.8
F2,T1,2022-08-05,0.91,27.8,179.7,45.2
F2,T1,2022-08-06,0.87,31.7,10.9,51.0
F2,T1,2022-08-07,0.81,16.4,101.7,23.3
F2,T1,2022-08-08,0.87,25.9,190.7,27.3
F2,T1,2022-08-09,0.8,19.2,122.8,48.9
F2,T1,2022-08-10,0.86,31.3,170.7,23.1
F2,T1,2022-08-11,0.67,28.7,99.7,27.6
F2,T1,2022-08-12,0.78,23.1,78.0,52.4
F2,T1,2022-08-13,0.7,15.5,11.6,54.2
F2,T1,2022-08-14,0.98,28.8,72.9,57.5
F2,T1,2022-08-15,0.83,31.9,153.2,35.2
F2,T1,2022-08-16,0.74,18.7,58.4,51.1
F2,T1,2022-08-17,0.95,29.5,93.0,23.5
F2,T1,2022-08-18,0.53,22.5,92.8,44.4
F2,T1,2022-08-19,0.5,34.8,72.8,53.9
F2,T1,2022-08-20,0.77,17.6,159.5,48.4
F2,T1,2022-08-21,0.76,25.3,17.5,46.2
F2,T1,2022-08-22,0.96,16.9,52.7,56.1
F2,T1,2022-08-23,0.64,28.1,107.0,43.9
F2,T1,2022-08-24,0.71,21.0,9.7,49.8
F2,T1,2022-08-25,0.87,28.4,128.7,29.7
F2,T1,2022-08-26,0.51,31.2,98.2,32.3
F2,T1,2022-08-27,0.55,16.3,69.8,52.2
F2,T1,2022-08-28,0.96,32.9,184.0,56.3
F2,T1,2022-08-29,0.76,19.4,159.6,28.5
F2,T1,2022-08-30,0.63,19.7,103.0,32.9
F2,T1,2022-08-31,0.58,24.1,174.8,42.8
F2,T1,2022-09-01,0.94,18.9,33.4,43.0
F2,T1,2022-09-02,0.73,28.2,158.9,50.1
F2,T1,2022-09-03,0.97,23.0,41.3,42.0
F2,T1,2022-09-04,0.56,20.8,41.6,35.9
F2,T1,2022-09-05,0.56,15.6,131.4,44.4
F2,T1,2022-09-06,0.85,28.2,22.9,31.6
F2,T1,2022-09-07,0.56,31.9,149.4,28.1
F2,T1,2022-09-08,0.67,34.3,118.8,52.0
F2,T1,2022-09-09,0.63,19.2,156.8,47.4
F2,T1,2022-09-10,0.84,26.1,112.7,49.4
F2,T1,2022-09-11,0.64,22.1,174.3,32.4
F2,T1,2022-09-12,0.77,29.1,200.0,37.4
F2,T1,2022-09-13,0.71,31.9,161.1,49.2
F2,T1,2022-09-14,0.73,21.5,121.7,55.0
F2,T1,2022-09-15,0.94,17.2,85.7,38.6
F2,T1,2022-09-16,0.99,28.6,81.4,21.0
F2,T1,2022-09-17,0.78,16.9,166.9,50.1
F2,T1,2022-09-18,0.73,23.6,179.5,31.5
F2,T1,2022-09-19,0.62,33.8,161.8,52.8
F2,T1,2022-09-20,0.6,17.9,5.2,29.5
F2,T1,2022-09-21,0.89,19.8,145.8,30.1
F2,T1,2022-09-22,0.7,34.7,49.0,35.1
F2,T1,2022-09-23,0.65,17.2,98.0,35.1
F2,T1,2022-09-24,0.85,31.4,108.8,21.3
F2,T1,2022-09-25,0.81,16.1,123.3,47.4
F2,T1,2022-09-26,0.6,31.4,182.2,52.5
F2,T1,2022-09-27,0.65,26.7,183.0,32.8
F2,T1,2022-09-28,0.91,15.2,0.7,50.4
F2,T1,2022-09-29,0.88,30.8,186.0,24.7
F2,T1,2022-09-30,0.62,33.1,35.4,47.3
F2,T1,2022-10-01,0.77,16.7,57.1,40.8
F2,T1,2022-10-02,0.93,29.2,124.4,39.8
F2,T1,2022-10-03,0.65,17.4,81.8,21.1
F2,T1,2022-10-04,0.61,23.6,83.7,21.8
F2,T1,2022-10-05,0.79,26.0,15.6,57.7
F2,T1,2022-10-06,0.55,32.1,0.1,55.3
F2,T1,2022-10-07,0.51,30.2,72.3,49.5
F2,T1,2022-10-08,0.7,16.4,153.5,22.9
F2,T1,2022-10-09,0.96,16.0,95.9,48.9
F2,T1,2022-10-10,0.7,19.3,151.8,51.4
F2,T1,2022-10-11,0.96,22.5,101.3,34.5
F2,T1,2022-10-12,0.63,30.0,67.9,37.1
F2,T1,2022-10-13,0.7,29.3,183.6,46.7
F2,T1,2022-10-14,0.74,30.6,128.2,22.4
F2,T1,2022-10-15,0.55,15.8,91.4,53.0
F2,T1,2022-10-16,0.66,22.7,181.9,53.5
F2,T1,2022-10-17,0.83,20.3,23.4,20.6
F2,T1,2022-10-18,0.55,20.9,110.4,22.6
F2,T1,2022-10-19,0.57,18.6,126.4,44.6
F2,T1,2022-10-20,0.78,20.0,74.2,23.9
F2,T1,2022-10-21,0.61,33.0,195.9,45.9
F2,T1,2022-10-22,0.96,27.9,6.6,59.9
F2,T1,2022-10-23,0.55,28.7,50.6,35.7
F2,T1,2022-10-24,0.82,23.7,50.1,33.4
F2,T1,2022-10-25,0.67,34.2,159.7,38.3
F2,T1,2022-10-26,0.6,31.2,31.4,28.4
F2,T1,2022-10-27,0.68,32.6,26.4,24.9
F2,T1,2022-10-28,0.75,20.5,113.7,38.1
F2,T1,2022-10-29,0.72,17.2,28.2,52.8
F2,T1,2022-10-30,0.94,19.7,22.7,22.1
F2,T1,2022-10-31,0.8,29.3,74.6,47.2
F2,T1,2022-11-01,0.86,33.7,13.0,27.7
F2,T1,2022-11-02,0.53,32.4,158.5,43.0
F2,T1,2022-11-03,0.54,20.5,59.5,42.4
F2,T1,2022-11-04,0.63,16.5,146.2,32.0
F2,T1,2022-11-05,0.73,17.6,160.5,42.6
F2,T1,2022-11-06,0.95,24.9,188.3,55.7
F2,T1,2022-11-07,0.79,33.7,64.6,34.6
F2,T1,2022-11-08,0.52,26.8,144.4,50.9
F2,T1,2022-11-09,0.57,23.9,35.4,46.5
F2,T1,2022-11-10,0.58,33.1,46.1,31.7
F2,T1,2022-11-11,0.93,24.2,4.8,39.8
F2,T1,2022-11-12,0.54,34.7,117.6,30.3
F2,T1,2022-11-13,0.78,16.5,160.0,57.0
F2,T1,2022-11-14,0.94,21.8,65.2,21.4
F2,T1,2022-11-15,0.83,25.7,91.9,56.3
F2,T1,2022-11-16,0.58,15.2,14.7,28.9
F2,T1,2022-11-17,0.52,25.1,62.8,27.2
F2,T1,2022-11-18,0.88,19.1,137.5,34.0
F2,T1,2022-11-19,0.76,33.7,7.5,40.0
F2,T1,2022-11-20,0.93,26.8,55.4,35.9
F2,T1,2022-11-21,0.84,32.8,8.2,22.9
F2,T1,2022-11-22,0.66,19.7,53.0,28.9
F2,T1,2022-11-23,0.6,17.6,186.8,25.8
F2,T1,2022-11-24,0.6,19.9,186.6,50.2
F2,T1,2022-11-25,0.89,17.1,167.3,36.3
F2,T1,2022-11-26,0.63,26.5,164.4,51.1
F2,T1,2022-11-27,0.94,33.6,47.6,37.0
F2,T1,2022-11-28,0.51,32.6,30.9,54.5
F2,T1,2022-11-29,0.66,22.4,7.8,33.1
F2,T1,2022-11-30,0.94,15.5,81.3,21.3
F2,T1,2022-12-01,0.69,18.5,50.4,55.1
F2,T1,2022-12-02,0.72,20.5,117.9,25.7
F2,T1,2022-12-03,0.63,25.9,47.5,47.2
F2,T1,2022-12-04,0.75,30.4,189.6,24.6
F2,T1,2022-12-05,0.67,21.4,30.2,52.4
F2,T1,2022-12-06,0.88,24.7,107.6,22.4
F2,T1,2022-12-07,0.78,30.8,114.8,30.6
F2,T1,2022-12-08,0.83,22.2,109.0,39.5
F2,T1,2022-12-09,0.69,29.4,176.8,20.2
F2,T1,2022-12-10,0.97,25.2,140.1,54.2
F2,T1,2022-12-11,0.73,31.7,35.5,26.4
F2,T1,2022-12-12,0.83,32.4,178.5,45.7
F2,T1,2022-12-13,0.76,21.6,196.0,32.8
F2,T1,2022-12-14,0.87,25.6,121.7,35.7
F2,T1,2022-12-15,0.98,26.4,187.6,20.3
F2,T1,2022-12-16,0.79,29.3,149.0,56.2
F2,T1,2022-12-17,0.5,15.0,94.5,21.2
F2,T1,2022-12-18,0.99,19.4,94.5,22.4
F2,T1,2022-12-19,0.76,22.6,8.9,33.4
F2,T1,2022-12-20,0.7,34.8,41.6,41.8
F2,T1,2022-12-21,0.99,30.8,198.7,58.7
F2,T1,2022-12-22,0.74,28.9,22.1,37.6
F2,T1,2022-12-23,0.9,25.1,140.5,49.8
F2,T1,2022-12-24,0.63,32.5,92.0,28.4
F2,T1,2022-12-25,0.93,23.4,150.1,41.9
F2,T1,2022-12-26,0.69,31.2,116.9,35.6
F2,T1,2022-12-27,0.55,32.9,7.1,54.5
F2,T1,2022-12-28,0.68,27.8,184.4,26.1
F2,T1,2022-12-29,0.78,30.3,151.5,41.0
F2,T1,2022-12-30,0.81,30.2,168.2,50.5
F2,T1,2022-12-31,0.68,34.9,86.9,21.0
F2,T1,2023-01-01,0.68,17.6,24.3,31.3
F2,T1,2023-01-02,0.53,28.8,14.8,28.1
F2,T1,2023-01-03,0.55,16.3,53.6,42.9
F2,T1,2023-01-04,0.98,32.5,175.2,27.0
F2,T1,2023-01-05,0.63,16.5,155.7,22.8
F2,T1,2023-01-06,0.78,20.0,48.7,59.6
F2,T1,2023-01-07,0.88,31.7,114.4,54.8
F2,T1,2023-01-08,0.82,33.9,56.3,43.8
F2,T1,2023-01-09,0.85,22.9,175.9,59.2
F2,T1,2023-01-10,0.75,22.8,94.4,54.1
F2,T1,2023-01-11,0.82,15.9,108.4,20.7
F2,T1,2023-01-12,0.89,21.6,94.4,51.9
F2,T1,2023-01-13,0.52,18.2,79.6,29.2
F2,T1,2023-01-14,0.67,35.0,165.1,55.4
F2,T1,2023-01-15,0.97,21.8,59.4,29.4
F2,T1,2023-01-16,0.92,28.6,47.2,35.1
F2,T1,2023-01-17,0.75,25.6,177.7,35.2
F2,T1,2023-01-18,0.95,23.8,149.3,57.2
F2,T1,2023-01-19,0.95,16.1,41.1,39.1
F2,T1,2023-01-20,0.72,27.8,188.9,24.5
F2,T1,2023-01-21,0.73,18.8,178.8,58.6
F2,T1,2023-01-22,0.74,17.1,157.1,47.9
F2,T1,2023-01-23,0.68,32.7,195.2,42.3
F2,T1,2023-01-24,0.78,21.0,116.9,37.6
F2,T1,2023-01-25,0.65,16.3,50.5,27.9
F2,T1,2023-01-26,0.77,27.0,121.7,35.5
F2,T1,2023-01-27,0.71,31.7,95.2,59.5
F2,T1,2023-01-28,0.72,28.0,10.1,46.1
F2,T1,2023-01-29,0.93,33.8,199.5,31.3
F2,T1,2023-01-30,0.79,24.0,112.8,26.3
F2,T1,2023-01-31,0.93,33.2,89.9,31.2
F2,T1,2023-02-01,0.57,28.7,62.4,56.4
F2,T1,2023-02-02,0.84,27.9,111.9,21.8
F2,T1,2023-02-03,0.97,27.6,198.8,41.5
F2,T1,2023-02-04,0.86,16.1,126.3,50.6
F2,T1,2023-02-05,0.89,30.4,45.3,59.0
F2,T1,2023-02-06,1.0,16.5,187.3,31.6
F2,T1,2023-02-07,0.84,21.8,193.6,24.1
F2,T1,2023-02-08,0.75,23.6,65.2,45.8
F2,T1,2023-02-09,0.57,29.3,196.1,52.2
F2,T1,2023-02-10,0.93,22.2,65.0,40.7
F2,T1,2023-02-11,0.52,33.9,28.8,56.1
F2,T1,2023-02-12,0.54,31.5,30.4,21.5
F2,T1,2023-02-13,0.86,20.6,142.9,42.2
F2,T1,2023-02-14,0.55,33.6,90.5,49.4
F2,T1,2023-02-15,0.75,27.1,60.6,28.0
F2,T1,2023-02-16,0.77,23.8,78.0,46.9
F2,T1,2023-02-17,0.85,15.9,67.7,36.5
F2,T1,2023-02-18,0.55,19.7,10.3,59.8
F2,T1,2023-02-19,0.87,16.7,4.0,48.8
F2,T1,2023-02-20,0.72,30.7,184.7,44.0
F2,T1,2023-02-21,0.59,30.6,191.2,43.2
F2,T1,2023-02-22,0.84,21.7,76.3,49.4
F2,T1,2023-02-23,0.96,27.6,158.0,26.9
F2,T1,2023-02-24,0.61,25.6,35.3,45.4
F2,T1,2023-02-25,0.65,30.8,161.6,38.6
F2,T1,2023-02-26,0.59,27.9,198.6,44.9
F2,T1,2023-02-27,0.52,15.3,64.1,27.8
F2,T1,2023-02-28,0.91,31.9,51.7,33.0
F2,T1,2023-03-01,0.62,33.2,100.5,46.2
F2,T1,2023-03-02,0.71,27.6,77.2,33.6
F2,T1,2023-03-03,0.82,26.8,58.7,26.0
F2,T1,2023-03-04,0.68,23.3,125.7,56.6
F2,T1,2023-03-05,0.52,19.9,38.7,40.1
F2,T1,2023-03-06,0.71,29.6,48.5,43.8
F2,T1,2023-03-07,0.94,33.2,191.8,50.9
F2,T1,2023-03-08,0.95,19.7,39.5,20.3
F2,T1,2023-03-09,0.85,33.7,37.4,45.5
F2,T1,2023-03-10,0.87,33.6,129.4,58.8
F2,T1,2023-03-11,0.67,22.0,108.6,35.3
F2,T1,2023-03-12,0.5,29.6,150.3,49.9
F2,T1,2023-03-13,0.67,25.4,72.0,20.6
F2,T1,2023-03-14,0.78,17.5,16.0,50.2
F2,T1,2023-03-15,0.5,34.2,103.1,59.3
F2,T1,2023-03-16,0.53,26.7,69.9,53.7
F2,T1,2023-03-17,0.68,20.2,171.5,35.0
F2,T1,2023-03-18,0.51,22.8,130.9,30.2
F2,T1,2023-03-19,0.72,16.1,117.6,50.3
F2,T1,2023-03-20,0.71,23.4,17.7,28.1
F2,T1,2023-03-21,0.58,24.6,105.9,58.0
F2,T1,2023-03-22,0.54,27.0,105.3,40.6
F2,T1,2023-03-23,0.94,19.1,8.2,46.9
F2,T1,2023-03-24,0.67,15.4,50.3,32.4
F2,T1,2023-03-25,0.81,18.5,82.6,39.3
F2,T1,2023-03-26,0.73,34.5,9.1,58.0
F2,T1,2023-03-27,0.79,30.9,86.1,38.2
F2,T1,2023-03-28,0.94,32.9,47.7,28.0
F2,T1,2023-03-29,0.75,33.0,64.5,46.1
F2,T1,2023-03-30,0.85,30.6,112.8,36.1
F2,T1,2023-03-31,0.98,27.2,145.7,33.8
F2,T1,2023-04-01,0.83,20.2,49.0,48.6
F2,T1,2023-04-02,0.76,28.7,53.9,43.9
F2,T1,2023-04-03,0.72,26.9,58.2,48.6
F2,T1,2023-04-04,0.9,20.2,60.1,46.4
F2,T1,2023-04-05,0.85,29.1,136.5,35.7
F2,T1,2023-04-06,0.7,20.1,31.4,47.7
F2,T1,2023-04-07,0.55,33.8,165.3,54.3
F2,T1,2023-04-08,0.95,23.2,169.3,26.3
F2,T1,2023-04-09,0.51,30.7,15.0,59.5
F2,T1,2023-04-10,0.84,30.1,49.2,47.0
F2,T1,2023-04-11,0.52,31.8,33.9,47.9
F2,T1,2023-04-12,0.61,16.4,96.3,26.8
F2,T1,2023-04-13,0.86,19.8,68.5,42.7
F2,T1,2023-04-14,0.64,22.6,163.1,27.2
F2,T1,2023-04-15,0.54,21.6,84.9,41.7
F2,T1,2023-04-16,0.69,30.8,7.9,37.3
F2,T1,2023-04-17,0.69,28.0,193.3,40.4
F2,T1,2023-04-18,0.99,21.0,6.2,26.6
F2,T1,2023-04-19,0.7,21.3,19.4,37.3
F2,T1,2023-04-20,0.67,17.5,59.2,55.5
F2,T1,2023-04-21,0.65,29.3,122.4,37.1
F2,T1,2023-04-22,0.62,22.4,118.4,34.0
F2,T1,2023-04-23,0.61,17.3,176.0,37.6
F2,T1,2023-04-24,0.81,24.8,174.5,41.9
F2,T1,2023-04-25,0.74,33.5,143.9,24.5
F2,T1,2023-04-26,0.59,30.7,167.2,41.8
F2,T1,2023-04-27,0.78,27.6,87.8,47.2
F2,T1,2023-04-28,0.55,34.2,150.0,45.2
F2,T1,2023-04-29,0.66,18.2,81.9,46.5
F2,T1,2023-04-30,0.82,22.7,122.7,52.5
F2,T1,2023-05-01,0.51,24.0,151.7,41.8
F2,T1,2023-05-02,0.83,25.3,198.4,22.2
F2,T1,2023-05-03,0.75,16.8,32.0,35.3
F2,T1,2023-05-04,0.58,34.3,189.4,33.4
F2,T1,2023-05-05,0.82,25.7,163.1,45.1
F2,T1,2023-05-06,0.5,30.3,149.4,40.4
F2,T1,2023-05-07,0.95,33.2,104.8,44.3
F2,T1,2023-05-08,1.0,21.0,64.9,27.3
F2,T1,2023-05-09,0.95,29.9,21.1,59.3
F2,T1,2023-05-10,0.87,32.0,9.6,40.2
F2,T1,2023-05-11,0.85,25.9,133.3,52.7
F2,T1,2023-05-12,0.69,32.0,32.6,30.8
F2,T1,2023-05-13,0.52,22.3,76.0,52.2
F2,T1,2023-05-14,0.83,23.7,130.4,22.1
F2,T1,2023-05-15,0.59,27.5,128.3,51.0
F2,T1,2023-05-16,0.7,29.5,136.8,58.5
F2,T1,2023-05-17,0.61,26.0,120.4,59.9
F2,T1,2023-05-18,0.6,25.5,69.2,41.0
F2,T1,2023-05-19,0.62,16.0,114.5,33.4
F2,T1,2023-05-20,0.59,21.5,9.9,58.0
F2,T1,2023-05-21,0.79,31.3,84.6,56.1
F2,T1,2023-05-22,0.74,26.5,98.4,49.3
F2,T1,2023-05-23,0.78,20.4,29.1,44.2
F2,T1,2023-05-24,0.74,16.9,79.1,40.6
F2,T1,2023-05-25,0.91,16.5,69.7,52.9
F2,T1,2023-05-26,0.82,20.8,169.1,39.7
F2,T1,2023-05-27,0.75,34.5,189.4,34.3
F2,T1,2023-05-28,0.57,21.5,6.1,20.8
F2,T1,2023-05-29,0.7,33.8,174.3,40.5
F2,T1,2023-05-30,0.78,15.1,43.1,21.0
F2,T1,2023-05-31,0.88,17.9,173.8,45.7
F2,T1,2023-06-01,0.61,18.2,125.5,56.0
F2,T1,2023-06-02,0.86,22.0,117.5,32.4
F2,T1,2023-06-03,1.0,30.0,122.9,36.9
F2,T1,2023-06-04,0.81,21.8,5.8,35.8
F2,T1,2023-06-05,0.97,27.5,16.8,55.4
F2,T1,2023-06-06,0.63,19.9,59.4,43.1
F2,T1,2023-06-07,0.77,24.8,143.5,32.7
F2,T1,2023-06-08,0.89,18.5,156.5,46.6
F2,T1,2023-06-09,0.84,24.6,133.4,23.2
F2,T1,2023-06-10,0.93,16.1,29.7,43.1
F2,T1,2023-06-11,0.87,16.5,184.2,58.9
F2,T1,2023-06-12,0.8,24.6,148.3,33.1
F2,T1,2023-06-13,0.75,33.3,191.1,57.1
F2,T1,2023-06-14,0.63,19.6,59.5,37.7
F2,T1,2023-06-15,0.66,22.5,124.1,50.5
F2,T1,2023-06-16,0.87,31.3,6.4,21.9
F2,T1,2023-06-17,0.89,25.7,115.6,22.1
F2,T1,2023-06-18,0.63,27.8,171.8,56.7
F2,T1,2023-06-19,0.75,25.9,166.6,41.5
F2,T1,2023-06-20,0.76,33.1,158.0,56.4
F2,T1,2023-06-21,0.61,25.5,168.5,24.4
F2,T1,2023-06-22,0.9,18.7,161.6,44.5
F2,T1,2023-06-23,0.6,24.5,136.4,45.4
F2,T1,2023-06-24,0.71,33.0,103.9,40.2
F2,T1,2023-06-25,0.53,33.4,35.4,41.1
F2,T1,2023-06-26,0.9,19.3,105.5,29.6
F2,T1,2023-06-27,0.88,26.3,171.2,55.8
F2,T1,2023-06-28,0.82,29.5,109.8,35.4
F2,T1,2023-06-29,0.82,33.2,83.3,32.6
F2,T1,2023-06-30,0.69,23.7,14.7,39.9
F2,T1,2023-07-01,0.75,26.8,72.6,44.5
F2,T1,2023-07-02,0.94,34.1,116.7,21.7
F2,T1,2023-07-03,0.98,29.1,67.2,25.9
F2,T1,2023-07-04,0.57,18.4,9.1,56.1
F2,T1,2023-07-05,0.77,29.0,165.6,51.7
F2,T1,2023-07-06,0.94,34.3,87.8,58.0
F2,T1,2023-07-07,0.86,16.4,136.4,47.5
F2,T1,2023-07-08,0.95,22.5,117.0,20.5
F2,T1,2023-07-09,0.67,16.2,104.4,52.7
F2,T1,2023-07-10,0.6,25.5,40.8,24.8
F2,T1,2023-07-11,0.76,16.6,117.5,21.3
F2,T1,2023-07-12,0.55,26.0,118.3,21.2
F2,T1,2023-07-13,0.79,31.8,144.5,25.2
F2,T1,2023-07-14,0.8,28.4,7.4,54.2
F2,T1,2023-07-15,0.95,32.0,164.9,49.8
F2,T1,2023-07-16,0.82,28.6,161.3,46.5
F2,T1,2023-07-17,0.66,22.5,179.4,20.7
F2,T1,2023-07-18,0.85,34.1,141.2,59.8
F2,T1,2023-07-19,0.84,15.7,165.4,31.4
F2,T1,2023-07-20,0.72,21.2,53.7,37.3
F2,T1,2023-07-21,0.69,27.7,162.6,31.9
F2,T1,2023-07-22,0.61,28.3,134.1,56.0
F2,T1,2023-07-23,0.51,32.1,104.2,44.9
F2,T1,2023-07-24,0.55,23.7,45.5,30.2
F2,T1,2023-07-25,0.75,31.2,148.8,43.6
F2,T1,2023-07-26,0.77,23.5,194.5,42.4
F2,T1,2023-07-27,0.63,19.6,122.3,40.9
F2,T1,2023-07-28,0.5,31.6,140.8,46.5
F2,T1,2023-07-29,0.53,22.2,187.1,54.5
F2,T1,2023-07-30,0.64,18.1,89.8,34.2
F2,T1,2023-07-31,0.84,34.3,72.6,22.5
F2,T1,2023-08-01,0.95,15.8,190.6,46.6
F2,T1,2023-08-02,0.97,19.0,8.1,39.5
F2,T1,2023-08-03,0.73,21.6,191.5,52.9
F2,T1,2023-08-04,0.83,18.3,146.9,49.1
F2,T1,2023-08-05,0.71,33.5,33.4,30.7
F2,T1,2023-08-06,0.53,30.9,124.4,32.6
F2,T1,2023-08-07,0.58,15.8,33.3,38.1
F2,T1,2023-08-08,0.62,20.2,175.1,40.6
F2,T1,2023-08-09,0.86,15.7,73.0,39.2
F2,T1,2023-08-10,0.59,17.4,174.1,57.6
F2,T1,2023-08-11,0.54,22.0,191.7,23.3
F2,T1,2023-08-12,0.82,34.4,195.6,38.8
F2,T1,2023-08-13,0.58,19.0,177.9,56.5
F2,T1,2023-08-14,0.8,30.3,148.0,46.5
F2,T1,2023-08-15,0.91,28.7,106.8,29.5
F2,T1,2023-08-16,0.87,24.5,59.0,52.1
F2,T1,2023-08-17,0.85,33.7,33.1,46.0
F2,T1,2023-08-18,0.62,33.1,19.9,46.2
F2,T1,2023-08-19,0.9,22.1,190.8,54.0
F2,T1,2023-08-20,0.65,15.2,59.3,31.3
F2,T1,2023-08-21,0.94,34.3,14.1,38.9
F2,T1,2023-08-22,0.77,16.9,75.5,32.7
F2,T1,2023-08-23,0.77,28.2,140.7,25.5
F2,T1,2023-08-24,0.91,28.6,177.8,38.0
F2,T1,2023-08-25,0.95,32.3,87.7,35.2
F2,T1,2023-08-26,0.97,29.3,185.6,51.9
F2,T1,2023-08-27,0.8,17.3,58.3,58.8
F2,T1,2023-08-28,0.66,16.9,141.5,49.4
F2,T1,2023-08-29,0.64,21.0,93.8,20.9
F2,T1,2023-08-30,0.89,21.3,170.8,52.1
F2,T1,2023-08-31,0.83,21.5,103.3,37.8
F2,T1,2023-09-01,0.67,32.0,96.7,53.3
F2,T1,2023-09-02,0.55,17.8,195.5,43.5
F2,T1,2023-09-03,0.75,25.5,43.1,48.7
F2,T1,2023-09-04,0.54,26.5,114.2,56.6
F2,T1,2023-09-05,0.76,17.7,114.6,23.7
F2,T1,2023-09-06,0.6,15.6,102.7,23.4
F2,T1,2023-09-07,0.73,33.7,144.0,23.1
F2,T1,2023-09-08,0.61,28.5,178.9,21.3
F2,T1,2023-09-09,0.91,26.2,109.2,58.3
F2,T1,2023-09-10,0.87,32.0,70.8,42.2
F2,T1,2023-09-11,0.81,21.4,114.0,29.5
F2,T1,2023-09-12,0.57,22.5,147.9,56.6
F2,T1,2023-09-13,0.73,27.9,20.6,56.2
F2,T1,2023-09-14,0.78,30.6,158.9,30.3
F2,T1,2023-09-15,0.76,34.2,17.9,47.3
F2,T1,2023-09-16,0.98,21.0,172.3,57.3
F2,T1,2023-09-17,0.87,19.6,66.8,21.4
F2,T1,2023-09-18,0.92,32.0,126.5,34.1
F2,T1,2023-09-19,0.54,30.1,145.3,56.5
F2,T1,2023-09-20,0.87,31.6,149.2,45.2
F2,T1,2023-09-21,0.71,33.0,130.2,35.9
F2,T1,2023-09-22,0.54,20.8,108.7,31.0
F2,T1,2023-09-23,0.61,25.5,34.0,52.0
F2,T1,2023-09-24,0.74,26.5,29.5,33.0
F2,T1,2023-09-25,0.71,31.2,154.0,28.9
F2,T1,2023-09-26,0.81,19.9,197.6,58.1
F2,T1,2023-09-27,0.78,29.0,160.3,48.8
F2,T1,2023-09-28,0.85,34.2,119.3,45.5
F2,T1,2023-09-29,0.92,28.4,146.6,29.4
F2,T1,2023-09-30,0.69,17.9,101.2,38.2
F2,T1,2023-10-01,1.0,27.2,157.3,33.4
F2,T1,2023-10-02,0.92,27.3,139.4,31.8
F2,T1,2023-10-03,0.77,27.7,117.8,56.6
F2,T1,2023-10-04,0.95,34.4,133.5,58.9
F2,T1,2023-10-05,0.92,20.4,85.5,29.5
F2,T1,2023-10-06,0.5,18.8,0.8,48.8
F2,T1,2023-10-07,0.71,21.3,152.3,53.3
F2,T1,2023-10-08,0.99,27.8,92.3,32.2
F2,T1,2023-10-09,0.61,19.3,81.8,59.7
F2,T1,2023-10-10,0.5,18.9,37.7,48.7
F2,T1,2023-10-11,0.68,24.1,29.7,36.2
F2,T1,2023-10-12,0.55,25.7,19.6,51.6
F2,T1,2023-10-13,0.78,29.5,83.7,35.3
F2,T1,2023-10-14,0.55,25.5,102.9,38.7
F2,T1,2023-10-15,0.87,31.7,150.2,25.8
F2,T1,2023-10-16,0.81,16.6,138.9,35.3
F2,T1,2023-10-17,0.57,32.2,122.8,34.2
F2,T1,2023-10-18,0.52,25.7,184.6,43.9
F2,T1,2023-10-19,0.99,17.7,113.7,51.9
F2,T1,2023-10-20,0.76,16.8,116.6,44.5
F2,T1,2023-10-21,0.86,30.2,154.2,46.5
F2,T1,2023-10-22,0.61,23.1,155.2,58.1
F2,T1,2023-10-23,0.54,25.7,62.5,29.0
F2,T1,2023-10-24,0.75,27.1,2.0,51.2
F2,T1,2023-10-25,0.91,34.3,36.1,43.8
F2,T1,2023-10-26,0.71,21.7,113.1,51.3
F2,T1,2023-10-27,0.51,34.4,162.0,50.0
F2,T1,2023-10-28,0.88,22.8,150.3,35.5
F2,T1,2023-10-29,0.95,18.5,58.5,42.1
F2,T1,2023-10-30,0.66,23.5,98.5,54.3
F2,T1,2023-10-31,0.76,22.2,49.5,36.3
F2,T1,2023-11-01,0.76,29.9,24.2,28.9
F2,T1,2023-11-02,0.69,22.2,78.3,51.7
F2,T1,2023-11-03,0.66,25.0,124.8,29.3
F2,T1,2023-11-04,0.86,25.9,89.4,52.4
F2,T1,2023-11-05,0.62,32.7,112.2,44.4
F2,T1,2023-11-06,0.94,31.4,120.3,50.1
F2,T1,2023-11-07,0.72,25.9,12.4,23.6
F2,T1,2023-11-08,0.91,16.2,33.9,51.8
F2,T1,2023-11-09,0.5,20.6,116.8,43.8
F2,T1,2023-11-10,0.89,25.1,101.9,49.0
F2,T1,2023-11-11,0.75,27.2,179.6,36.1
F2,T1,2023-11-12,0.69,15.1,122.7,21.2
F2,T1,2023-11-13,0.75,31.1,110.0,30.8
F2,T1,2023-11-14,0.89,20.4,146.6,44.4
F2,T1,2023-11-15,0.58,33.1,40.1,59.6
F2,T1,2023-11-16,0.5,20.3,40.0,20.6
F2,T1,2023-11-17,0.87,28.9,158.5,30.3
F2,T1,2023-11-18,0.72,28.2,88.0,47.9
F2,T1,2023-11-19,0.82,17.3,156.2,48.8
